,Region,Timestamp,Risk_score_level,Risk_score
279,Alhambra,2020-05-25 ,1,0.2828297634077938
280,Alhambra,2020-05-26 ,1,0.1541143508708596
281,Alhambra,2020-05-27 ,1,0.45673589894690614
282,Alhambra,2020-05-28 ,1,0.27495361018195547
283,Alhambra,2020-05-29 ,1,0.3185457047291068
284,Alhambra,2020-05-30 ,1,0.38156841007065406
285,Alhambra,2020-05-31 ,1,0.2960724911116351
286,Alhambra,2020-06-01 ,1,0.7931864198805908
287,Alhambra,2020-06-02 ,1,0.6621196328483538
288,Alhambra,2020-06-03 ,1,0.6785526835451496
289,Alhambra,2020-06-04 ,1,0.4010694971984451
290,Alhambra,2020-06-05 ,0,0.056197567533918906
291,Alhambra,2020-06-06 ,1,0.27727763730821947
292,Alhambra,2020-06-07 ,1,0.49301859091622946
293,Alhambra,2020-06-08 ,1,0.5251498080399923
294,Alhambra,2020-06-09 ,1,0.3528875378310612
295,Alhambra,2020-06-10 ,1,0.3624580075678936
296,Alhambra,2020-06-11 ,1,0.2882546937321026
297,Alhambra,2020-06-12 ,1,0.4726291025940361
298,Alhambra,2020-06-13 ,1,0.630804787388168
299,Alhambra,2020-06-14 ,1,0.5123780874568572
300,Alhambra,2020-06-15 ,1,0.5405376678089414
301,Alhambra,2020-06-16 ,1,0.6447919404317665
302,Alhambra,2020-06-17 ,1,0.5888599141870738
303,Alhambra,2020-06-18 ,2,1.0712895261516215
304,Alhambra,2020-06-19 ,1,0.9356867369671775
305,Alhambra,2020-06-20 ,1,0.8538261875362003
306,Alhambra,2020-06-21 ,2,1.1390954693934605
307,Alhambra,2020-06-22 ,2,1.1873884823771033
308,Alhambra,2020-06-23 ,2,1.7012768324494765
309,Alhambra,2020-06-24 ,2,1.1960237053756118
310,Alhambra,2020-06-25 ,2,1.439925848004473
311,Alhambra,2020-06-26 ,2,1.7124074890049386
312,Alhambra,2020-06-27 ,2,1.6057060428881698
313,Alhambra,2020-06-28 ,2,1.816014854898088
314,Alhambra,2020-06-29 ,2,1.9763585259480863
315,Alhambra,2020-06-30 ,3,2.263029513014759
316,Alhambra,2020-07-01 ,3,2.064731909560549
317,Alhambra,2020-07-02 ,3,2.2019513553844776
318,Alhambra,2020-07-03 ,2,1.8788572229237224
319,Alhambra,2020-07-04 ,2,1.361285687030992
320,Alhambra,2020-07-05 ,3,2.127424726862191
321,Alhambra,2020-07-06 ,2,1.9931119790861962
322,Alhambra,2020-07-07 ,3,2.317876242555104
323,Alhambra,2020-07-08 ,3,2.4490841486681414
324,Alhambra,2020-07-12 ,3,2.1319050357922578
325,Alhambra,2020-07-13 ,2,1.8252233186910116
326,Alhambra,2020-07-14 ,2,1.4481929632120258
327,Alhambra,2020-07-15 ,2,1.9826716078457818
328,Alhambra,2020-07-16 ,2,1.9992681880434422
329,Alhambra,2020-07-17 ,3,2.0373621301017186
330,Alhambra,2020-07-18 ,2,1.8224277852020103
331,Alhambra,2020-07-19 ,2,1.5558188946277804
332,Alhambra,2020-07-20 ,2,1.594509819212619
333,Alhambra,2020-07-21 ,2,1.7904789578336215
334,Alhambra,2020-07-22 ,2,1.4038018040583766
335,Alhambra,2020-07-23 ,2,1.60070641130305
336,Alhambra,2020-07-24 ,2,1.621228143292157
337,Alhambra,2020-07-25 ,2,1.1921694459525862
338,Alhambra,2020-07-26 ,2,1.9366062128050574
339,Altadena,2020-03-26 ,0,0.05389187195196036
340,Altadena,2020-03-27 ,0,-0.0710943198807349
341,Altadena,2020-03-28 ,0,0.01186651946678269
342,Altadena,2020-03-29 ,0,-0.24823172693511764
343,Altadena,2020-03-30 ,0,-0.1898942534456548
344,Altadena,2020-03-31 ,0,-0.1886058546386261
345,Altadena,2020-04-01 ,0,-0.04686087006816489
346,Altadena,2020-04-02 ,0,-0.003030731394230593
347,Altadena,2020-04-03 ,0,0.035036693919788704
348,Altadena,2020-04-04 ,0,0.09486568007607715
349,Altadena,2020-04-05 ,0,-0.026545797203228423
350,Altadena,2020-04-06 ,1,0.2866747676488274
351,Altadena,2020-04-07 ,1,0.132768983134848
352,Altadena,2020-04-08 ,1,0.3242096056308049
353,Altadena,2020-04-09 ,1,0.3253889620136522
354,Altadena,2020-04-10 ,1,0.14385030776848834
355,Altadena,2020-04-11 ,1,0.280890603320221
356,Altadena,2020-04-12 ,0,-0.03269038249536888
357,Altadena,2020-04-13 ,1,0.12559575685967658
358,Altadena,2020-04-14 ,1,0.2003942791725166
359,Altadena,2020-04-15 ,0,-0.07478410994325047
360,Altadena,2020-04-16 ,0,-0.32932588511130023
361,Altadena,2020-04-17 ,1,0.11138247907329299
362,Altadena,2020-04-18 ,1,0.5138233206265422
363,Altadena,2020-04-19 ,1,0.34200094968443623
364,Altadena,2020-04-20 ,1,0.4972727810431555
365,Altadena,2020-04-21 ,1,0.29802244181038623
366,Altadena,2020-04-22 ,0,0.07541568455789954
367,Altadena,2020-04-23 ,0,0.09661672711930995
368,Altadena,2020-04-24 ,0,0.08007780681063108
369,Altadena,2020-04-25 ,1,0.19663734310904504
370,Altadena,2020-04-26 ,0,-0.04582496703844151
371,Altadena,2020-04-27 ,0,0.07779808276819088
372,Altadena,2020-04-28 ,1,0.10693508995506623
373,Altadena,2020-04-29 ,0,0.07526340502494948
374,Altadena,2020-04-30 ,0,0.052613863457891576
375,Altadena,2020-05-01 ,0,-0.017985966904987882
376,Altadena,2020-05-02 ,1,0.20749957738016517
377,Altadena,2020-05-03 ,0,-0.07279375053055395
378,Altadena,2020-05-04 ,0,-0.22080241795891115
379,Altadena,2020-05-05 ,0,-0.06445401610899106
380,Altadena,2020-05-06 ,0,0.0772654954361491
381,Altadena,2020-05-07 ,1,0.22974948293155
382,Altadena,2020-05-08 ,0,0.06689920309222291
383,Altadena,2020-05-09 ,1,0.3262645413971662
384,Altadena,2020-05-10 ,1,0.36495225722251257
385,Altadena,2020-05-11 ,1,0.5239797956829554
386,Altadena,2020-05-12 ,1,0.9542054513289533
387,Altadena,2020-05-13 ,1,0.7743314816332801
388,Altadena,2020-05-14 ,1,0.5898963879957977
389,Altadena,2020-05-15 ,1,0.8238707621072986
390,Altadena,2020-05-16 ,0,-0.006050290408934403
391,Altadena,2020-05-19 ,1,0.34203044476638694
392,Altadena,2020-05-20 ,1,0.2964605431525419
393,Altadena,2020-05-21 ,1,0.17905615151431253
394,Altadena,2020-05-22 ,1,0.12532046942813663
395,Altadena,2020-05-23 ,1,0.33688120676628763
396,Altadena,2020-05-24 ,1,0.2892145846866511
397,Altadena,2020-05-25 ,1,0.2886940635244983
398,Altadena,2020-05-26 ,1,0.2199818066826689
399,Altadena,2020-05-27 ,1,0.42774739841936676
400,Altadena,2020-05-28 ,1,0.3148830149256412
401,Altadena,2020-05-29 ,1,0.1715162477430721
402,Altadena,2020-05-30 ,1,0.3102376512421999
403,Altadena,2020-05-31 ,1,0.30379096480765516
404,Altadena,2020-06-01 ,1,0.34322924108961084
405,Altadena,2020-06-02 ,1,0.2662312124193329
406,Altadena,2020-06-03 ,1,0.16057457785351653
407,Altadena,2020-06-04 ,0,0.08320171585011504
408,Altadena,2020-06-05 ,0,0.09479909269409752
409,Altadena,2020-06-06 ,1,0.42863392673481704
410,Altadena,2020-06-07 ,1,0.5180993254428281
411,Altadena,2020-06-08 ,1,0.31612739455733435
412,Altadena,2020-06-09 ,1,0.3727853242325358
413,Altadena,2020-06-10 ,1,0.41739384258810114
414,Altadena,2020-06-11 ,1,0.24267257433018063
415,Altadena,2020-06-12 ,1,0.2783359270176266
416,Altadena,2020-06-13 ,1,0.18578225916082208
417,Altadena,2020-06-14 ,1,0.12057678880485957
418,Altadena,2020-06-15 ,1,0.1345119860648215
419,Altadena,2020-06-16 ,1,0.3134481462230164
420,Altadena,2020-06-17 ,1,0.3168752736428573
421,Altadena,2020-06-18 ,1,0.3737257034173052
422,Altadena,2020-06-19 ,1,0.6826288697869284
423,Altadena,2020-06-20 ,1,0.6463630465335006
424,Altadena,2020-06-21 ,1,0.7959228312734588
425,Altadena,2020-06-22 ,1,0.7488909679366365
426,Altadena,2020-06-23 ,2,1.2065267160660549
427,Altadena,2020-06-24 ,1,0.6774623704604602
428,Altadena,2020-06-25 ,1,0.8865043506961955
429,Altadena,2020-06-26 ,1,0.8603162930854147
430,Altadena,2020-06-27 ,1,0.8396582840309036
431,Altadena,2020-06-28 ,2,1.1368883806852503
432,Altadena,2020-06-29 ,2,1.5856119216661533
433,Altadena,2020-06-30 ,2,1.2979399074207654
434,Altadena,2020-07-01 ,2,1.3240827168944627
435,Altadena,2020-07-02 ,2,1.9477269531078392
436,Altadena,2020-07-03 ,2,1.00096074241059
437,Altadena,2020-07-04 ,2,1.2410643397923822
438,Altadena,2020-07-05 ,3,2.232994000936292
439,Altadena,2020-07-06 ,2,1.581356138856811
440,Altadena,2020-07-07 ,3,2.012951751680383
441,Altadena,2020-07-08 ,2,1.847678294445492
442,Altadena,2020-07-12 ,2,1.5215896063020773
443,Altadena,2020-07-13 ,2,1.5329826403245148
444,Altadena,2020-07-14 ,2,1.1679227930871594
445,Altadena,2020-07-15 ,2,1.2193940572908468
446,Altadena,2020-07-16 ,2,1.7661245045755773
447,Altadena,2020-07-17 ,2,1.2154525535175928
448,Altadena,2020-07-18 ,1,0.7816442509287411
449,Altadena,2020-07-19 ,1,0.8704791922600558
450,Altadena,2020-07-20 ,1,0.8761931381833363
451,Altadena,2020-07-21 ,2,1.4450791402743481
452,Altadena,2020-07-22 ,2,1.3359931438127857
453,Altadena,2020-07-23 ,3,2.094664301063373
454,Altadena,2020-07-24 ,2,1.8955823295900727
455,Altadena,2020-07-25 ,1,0.8353891502280266
456,Altadena,2020-07-26 ,2,1.7295179796084803
457,Arcadia,2020-03-23 ,0,0.08760868565349259
458,Arcadia,2020-03-24 ,0,-0.11111833977588065
459,Arcadia,2020-03-25 ,0,0.020728741904966163
460,Arcadia,2020-03-26 ,0,0.04538584538049661
461,Arcadia,2020-03-27 ,0,0.01400145761073069
462,Arcadia,2020-03-28 ,0,0.06561209416110753
463,Arcadia,2020-03-29 ,0,-0.14489578351098997
464,Arcadia,2020-03-30 ,0,-0.10823197604436914
465,Arcadia,2020-03-31 ,0,-0.09617808452690563
466,Arcadia,2020-04-01 ,0,0.022978524293096447
467,Arcadia,2020-04-02 ,0,0.013671415083712418
468,Arcadia,2020-04-03 ,0,0.05414417446446471
469,Arcadia,2020-04-04 ,1,0.10236703478934976
470,Arcadia,2020-04-05 ,0,-0.05178722956415115
471,Arcadia,2020-04-06 ,0,0.02537437188690849
472,Arcadia,2020-04-07 ,0,0.01854604865261449
473,Arcadia,2020-04-08 ,0,0.02972291856826875
474,Arcadia,2020-04-09 ,0,0.08113697044293457
475,Arcadia,2020-04-10 ,0,0.005591721875217625
476,Arcadia,2020-04-11 ,1,0.12042950134917077
477,Arcadia,2020-04-12 ,0,-0.08634362769454233
478,Arcadia,2020-04-13 ,0,0.05182604220511837
479,Arcadia,2020-04-14 ,0,0.09048487344897324
480,Arcadia,2020-04-15 ,0,-0.06074691610798633
481,Arcadia,2020-04-16 ,0,-0.16424627142522907
482,Arcadia,2020-04-17 ,1,0.1326574644095337
483,Arcadia,2020-04-18 ,1,0.5046821212847801
484,Arcadia,2020-04-19 ,1,0.32580663605350124
485,Arcadia,2020-04-20 ,1,0.3829410948705359
486,Arcadia,2020-04-21 ,1,0.19317069419893548
487,Arcadia,2020-04-22 ,0,-0.125388964402507
488,Arcadia,2020-04-23 ,0,-0.0976420685273793
489,Arcadia,2020-04-24 ,0,-0.07518945101676218
490,Arcadia,2020-04-25 ,0,0.08032172487756037
491,Arcadia,2020-04-26 ,0,-0.22639485518206653
492,Arcadia,2020-04-27 ,0,-0.13697035028852036
493,Arcadia,2020-04-28 ,0,-0.11462651623564896
