ZIP,confirmed_cases,population,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Vermont Vista,590.0738255033557,23291.0,1.0,82.41778523489933,36.321140939597335,86.28758389261743,-39.79865771812081,-14.04026845637584,-19.013422818791945,-43.644295302013425,-40.080536912751676,16.550335570469798
Vernon Central,971.6174496644295,94.0,2.0,82.41778523489933,36.321140939597335,86.28758389261743,-39.79865771812081,-14.04026845637584,-19.013422818791945,-43.644295302013425,-40.080536912751676,16.550335570469798
Walnut,82.1842105263158,30004.0,2.0,81.97032894736842,36.34164473684213,85.6733552631579,-39.671052631578945,-13.756578947368421,-19.105263157894736,-43.546052631578945,-40.00657894736842,16.592105263157894
Watts,569.1586206896552,36815.0,1.0,83.47786206896552,36.55724137931036,87.39048275862068,-39.62068965517241,-13.889655172413793,-18.641379310344828,-43.47586206896552,-40.02758620689655,16.46206896551724
West Adams,304.012987012987,21764.0,1.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
West Covina,808.1073825503356,104893.0,2.0,82.41778523489933,36.321140939597335,86.28758389261743,-39.79865771812081,-14.04026845637584,-19.013422818791945,-43.644295302013425,-40.080536912751676,16.550335570469798
West Hills,171.1818181818182,38814.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
West Hollywood,222.33116883116884,35716.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
West Vernon,709.7792207792207,94.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Westchester,136.77272727272728,41500.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Westlake,933.8120805369127,103839.0,1.0,82.41778523489933,36.321140939597335,86.28758389261743,-39.79865771812081,-14.04026845637584,-19.013422818791945,-43.644295302013425,-40.080536912751676,16.550335570469798
Westwood,112.75496688741723,47916.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Whittier,617.1456953642385,83838.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Wholesale District,905.6027397260274,7245.0,1.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
Willowbrook,442.2739726027397,34336.0,1.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
Wilmington,490.3783783783784,51517.0,1.0,82.65344594594595,36.38074324324326,86.51648648648647,-39.74324324324324,-14.047297297297296,-18.9527027027027,-43.62837837837838,-40.12162162162162,16.54054054054054
Wilshire Center,371.76190476190476,151328.0,1.0,82.9695918367347,36.46795918367348,86.83537414965986,-39.65986394557823,-13.965986394557824,-18.836734693877553,-43.5578231292517,-40.136054421768705,16.54421768707483
Winnetka,401.6933333333333,46943.0,2.0,82.24693333333333,36.30006666666669,86.0658,-39.8,-13.98,-19.08,-43.64666666666667,-40.086666666666666,16.586666666666666
Woodland Hills,269.6666666666667,59661.0,2.0,81.88026143790849,36.40679738562093,85.52849673202614,-39.568627450980394,-13.61437908496732,-19.11764705882353,-43.45751633986928,-39.93464052287582,16.575163398692812
